Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Tag: RFP 01 - Synthetic request category 01,Tag: RFP 02 - Synthetic request category 02,Tag: RFP 03 - Synthetic request category 03,Tag: RFP 04 - Synthetic request category 04,Tag: RFP 05 - Synthetic request category 05,Tag: RFP 06 - Synthetic request category 06,Tag: RFP 07 - Synthetic request category 07,Tag: RFP 08 - Synthetic request category 08,Tag: RFP 09 - Synthetic request category 09,Tag: RFP 10 - Synthetic request category 10,Tag: RFP 11 - Synthetic request category 11,Tag: RFP 12 - Synthetic request category 12
SYNEWPLD024-0002377,SYNEWPLD024-0002377,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0002381,SYNEWPLD024-0002382,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0002385,SYNEWPLD024-0002387,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0002389,SYNEWPLD024-0002389,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0002393,SYNEWPLD024-0002394,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0002397,SYNEWPLD024-0002399,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0002401,SYNEWPLD024-0002401,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0002405,SYNEWPLD024-0002406,,Yes,,,,,,,,,,
SYNEWPLD024-0002409,SYNEWPLD024-0002411,,,Yes,,,,,,,,,
SYNEWPLD024-0002413,SYNEWPLD024-0002413,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0002417,SYNEWPLD024-0002418,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0002421,SYNEWPLD024-0002423,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0002425,SYNEWPLD024-0002425,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0002429,SYNEWPLD024-0002430,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0002433,SYNEWPLD024-0002435,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0002437,SYNEWPLD024-0002437,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0002441,SYNEWPLD024-0002442,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0002445,SYNEWPLD024-0002447,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0002449,SYNEWPLD024-0002449,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0002453,SYNEWPLD024-0002454,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0002457,SYNEWPLD024-0002459,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0002461,SYNEWPLD024-0002461,,,,Yes,,,,,,,,
SYNEWPLD024-0002465,SYNEWPLD024-0002466,,,,,Yes,,,,,,,
SYNEWPLD024-0002469,SYNEWPLD024-0002471,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0002473,SYNEWPLD024-0002473,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0002477,SYNEWPLD024-0002478,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0002481,SYNEWPLD024-0002483,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0002485,SYNEWPLD024-0002485,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0002489,SYNEWPLD024-0002490,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0002493,SYNEWPLD024-0002495,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0002497,SYNEWPLD024-0002497,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0002501,SYNEWPLD024-0002502,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0002505,SYNEWPLD024-0002507,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0002509,SYNEWPLD024-0002509,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0002513,SYNEWPLD024-0002514,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0002517,SYNEWPLD024-0002519,,,,,,Yes,,,,,,
SYNEWPLD024-0002521,SYNEWPLD024-0002521,,,,,,,Yes,,,,,
SYNEWPLD024-0002525,SYNEWPLD024-0002526,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0002529,SYNEWPLD024-0002531,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0002533,SYNEWPLD024-0002533,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0002537,SYNEWPLD024-0002538,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0002541,SYNEWPLD024-0002543,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0002545,SYNEWPLD024-0002545,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0002549,SYNEWPLD024-0002550,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0002553,SYNEWPLD024-0002555,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0002557,SYNEWPLD024-0002557,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0002561,SYNEWPLD024-0002562,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0002565,SYNEWPLD024-0002567,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0002569,SYNEWPLD024-0002569,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0002573,SYNEWPLD024-0002574,,,,,,,,Yes,,,,
SYNEWPLD024-0002577,SYNEWPLD024-0002579,,,,,,,,,Yes,,,
SYNEWPLD024-0002581,SYNEWPLD024-0002581,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0002585,SYNEWPLD024-0002586,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0002589,SYNEWPLD024-0002591,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0002593,SYNEWPLD024-0002593,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0002597,SYNEWPLD024-0002598,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0002601,SYNEWPLD024-0002603,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0002605,SYNEWPLD024-0002605,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0002609,SYNEWPLD024-0002610,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0002613,SYNEWPLD024-0002615,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0002617,SYNEWPLD024-0002617,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0002621,SYNEWPLD024-0002622,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0002625,SYNEWPLD024-0002627,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0002629,SYNEWPLD024-0002629,,,,,,,,,,Yes,,
SYNEWPLD024-0002633,SYNEWPLD024-0002634,,,,,,,,,,,Yes,
SYNEWPLD024-0002637,SYNEWPLD024-0002639,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0002641,SYNEWPLD024-0002641,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0002645,SYNEWPLD024-0002646,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0002649,SYNEWPLD024-0002651,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0002653,SYNEWPLD024-0002653,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0002657,SYNEWPLD024-0002658,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0002661,SYNEWPLD024-0002663,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0002665,SYNEWPLD024-0002665,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0002669,SYNEWPLD024-0002670,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0002673,SYNEWPLD024-0002675,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0002677,SYNEWPLD024-0002677,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0002681,SYNEWPLD024-0002682,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0002685,SYNEWPLD024-0002687,,,,,,,,,,,,Yes
SYNEWPLD024-0002689,SYNEWPLD024-0002689,Yes,,,,,,,,,,,
SYNEWPLD024-0002693,SYNEWPLD024-0002694,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0002697,SYNEWPLD024-0002699,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0002701,SYNEWPLD024-0002701,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0002705,SYNEWPLD024-0002706,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0002709,SYNEWPLD024-0002711,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0002713,SYNEWPLD024-0002713,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0002717,SYNEWPLD024-0002718,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0002721,SYNEWPLD024-0002723,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0002725,SYNEWPLD024-0002725,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0002729,SYNEWPLD024-0002730,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0002733,SYNEWPLD024-0002735,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0002737,SYNEWPLD024-0002737,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0002741,SYNEWPLD024-0002742,,Yes,,,,,,,,,,
SYNEWPLD024-0002745,SYNEWPLD024-0002747,,,Yes,,,,,,,,,
SYNEWPLD024-0002749,SYNEWPLD024-0002749,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0002753,SYNEWPLD024-0002754,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0002757,SYNEWPLD024-0002759,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0002761,SYNEWPLD024-0002761,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0002765,SYNEWPLD024-0002766,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0002769,SYNEWPLD024-0002771,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0002773,SYNEWPLD024-0002773,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0002777,SYNEWPLD024-0002778,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0002781,SYNEWPLD024-0002783,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0002785,SYNEWPLD024-0002785,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0002789,SYNEWPLD024-0002790,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0002793,SYNEWPLD024-0002795,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0002797,SYNEWPLD024-0002797,,,,Yes,,,,,,,,
SYNEWPLD024-0002801,SYNEWPLD024-0002802,,,,,Yes,,,,,,,
SYNEWPLD024-0002805,SYNEWPLD024-0002807,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0002809,SYNEWPLD024-0002809,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0002813,SYNEWPLD024-0002814,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0002817,SYNEWPLD024-0002819,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0002821,SYNEWPLD024-0002821,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0002825,SYNEWPLD024-0002826,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0002829,SYNEWPLD024-0002831,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0002833,SYNEWPLD024-0002833,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0002837,SYNEWPLD024-0002838,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0002841,SYNEWPLD024-0002843,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0002845,SYNEWPLD024-0002845,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0002849,SYNEWPLD024-0002850,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0002853,SYNEWPLD024-0002855,,,,,,Yes,,,,,,
SYNEWPLD024-0002857,SYNEWPLD024-0002857,,,,,,,Yes,,,,,
SYNEWPLD024-0002861,SYNEWPLD024-0002862,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0002865,SYNEWPLD024-0002867,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0002869,SYNEWPLD024-0002869,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0002873,SYNEWPLD024-0002874,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0002877,SYNEWPLD024-0002879,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0002881,SYNEWPLD024-0002881,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0002885,SYNEWPLD024-0002886,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0002889,SYNEWPLD024-0002891,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0002893,SYNEWPLD024-0002893,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0002897,SYNEWPLD024-0002898,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0002901,SYNEWPLD024-0002903,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0002905,SYNEWPLD024-0002905,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0002909,SYNEWPLD024-0002910,,,,,,,,Yes,,,,
SYNEWPLD024-0002913,SYNEWPLD024-0002915,,,,,,,,,Yes,,,
SYNEWPLD024-0002917,SYNEWPLD024-0002917,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0002921,SYNEWPLD024-0002922,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0002925,SYNEWPLD024-0002927,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0002929,SYNEWPLD024-0002929,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0002933,SYNEWPLD024-0002934,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0002937,SYNEWPLD024-0002939,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0002941,SYNEWPLD024-0002941,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0002945,SYNEWPLD024-0002946,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0002949,SYNEWPLD024-0002951,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0002953,SYNEWPLD024-0002953,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0002957,SYNEWPLD024-0002958,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0002961,SYNEWPLD024-0002963,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0002965,SYNEWPLD024-0002965,,,,,,,,,,Yes,,
SYNEWPLD024-0002969,SYNEWPLD024-0002970,,,,,,,,,,,Yes,
SYNEWPLD024-0002973,SYNEWPLD024-0002975,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0002977,SYNEWPLD024-0002977,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0002981,SYNEWPLD024-0002982,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0002985,SYNEWPLD024-0002987,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0002989,SYNEWPLD024-0002989,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0002993,SYNEWPLD024-0002994,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0002997,SYNEWPLD024-0002999,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0003001,SYNEWPLD024-0003001,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0003005,SYNEWPLD024-0003006,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0003009,SYNEWPLD024-0003011,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0003013,SYNEWPLD024-0003013,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0003017,SYNEWPLD024-0003018,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0003021,SYNEWPLD024-0003023,,,,,,,,,,,,Yes
SYNEWPLD024-0003025,SYNEWPLD024-0003025,Yes,,,,,,,,,,,
SYNEWPLD024-0003029,SYNEWPLD024-0003030,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0003033,SYNEWPLD024-0003035,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0003037,SYNEWPLD024-0003037,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0003041,SYNEWPLD024-0003042,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0003045,SYNEWPLD024-0003047,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0003049,SYNEWPLD024-0003049,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0003053,SYNEWPLD024-0003054,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0003057,SYNEWPLD024-0003059,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0003061,SYNEWPLD024-0003061,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0003065,SYNEWPLD024-0003066,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0003069,SYNEWPLD024-0003071,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0003073,SYNEWPLD024-0003073,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0003077,SYNEWPLD024-0003078,,Yes,,,,,,,,,,
SYNEWPLD024-0003081,SYNEWPLD024-0003083,,,Yes,,,,,,,,,
SYNEWPLD024-0003085,SYNEWPLD024-0003085,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0003089,SYNEWPLD024-0003090,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0003093,SYNEWPLD024-0003095,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0003097,SYNEWPLD024-0003097,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0003101,SYNEWPLD024-0003102,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0003105,SYNEWPLD024-0003107,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0003109,SYNEWPLD024-0003109,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0003113,SYNEWPLD024-0003114,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0003117,SYNEWPLD024-0003119,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0003121,SYNEWPLD024-0003121,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0003125,SYNEWPLD024-0003126,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0003129,SYNEWPLD024-0003131,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0003133,SYNEWPLD024-0003133,,,,Yes,,,,,,,,
SYNEWPLD024-0003137,SYNEWPLD024-0003138,,,,,Yes,,,,,,,
SYNEWPLD024-0003141,SYNEWPLD024-0003143,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0003145,SYNEWPLD024-0003145,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0003149,SYNEWPLD024-0003150,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0003153,SYNEWPLD024-0003155,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0003157,SYNEWPLD024-0003157,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0003161,SYNEWPLD024-0003162,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0003165,SYNEWPLD024-0003167,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0003169,SYNEWPLD024-0003169,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0003173,SYNEWPLD024-0003174,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0003177,SYNEWPLD024-0003179,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0003181,SYNEWPLD024-0003181,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0003185,SYNEWPLD024-0003186,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0003189,SYNEWPLD024-0003191,,,,,,Yes,,,,,,
SYNEWPLD024-0003193,SYNEWPLD024-0003193,,,,,,,Yes,,,,,
SYNEWPLD024-0003197,SYNEWPLD024-0003198,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0003201,SYNEWPLD024-0003203,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0003205,SYNEWPLD024-0003205,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0003209,SYNEWPLD024-0003210,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0003213,SYNEWPLD024-0003215,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0003217,SYNEWPLD024-0003217,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0003221,SYNEWPLD024-0003222,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0003225,SYNEWPLD024-0003227,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0003229,SYNEWPLD024-0003229,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0003233,SYNEWPLD024-0003234,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0003237,SYNEWPLD024-0003239,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0003241,SYNEWPLD024-0003241,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0003245,SYNEWPLD024-0003246,,,,,,,,Yes,,,,
SYNEWPLD024-0003249,SYNEWPLD024-0003251,,,,,,,,,Yes,,,
SYNEWPLD024-0003253,SYNEWPLD024-0003253,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0003257,SYNEWPLD024-0003258,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0003261,SYNEWPLD024-0003263,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0003265,SYNEWPLD024-0003265,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0003269,SYNEWPLD024-0003270,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0003273,SYNEWPLD024-0003275,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0003277,SYNEWPLD024-0003277,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0003281,SYNEWPLD024-0003282,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0003285,SYNEWPLD024-0003287,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0003289,SYNEWPLD024-0003289,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0003293,SYNEWPLD024-0003294,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0003297,SYNEWPLD024-0003299,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0003301,SYNEWPLD024-0003301,,,,,,,,,,Yes,,
SYNEWPLD024-0003305,SYNEWPLD024-0003306,,,,,,,,,,,Yes,
SYNEWPLD024-0003309,SYNEWPLD024-0003311,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0003313,SYNEWPLD024-0003313,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0003317,SYNEWPLD024-0003318,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0003321,SYNEWPLD024-0003323,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0003325,SYNEWPLD024-0003325,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0003329,SYNEWPLD024-0003330,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0003333,SYNEWPLD024-0003335,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0003337,SYNEWPLD024-0003337,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0003341,SYNEWPLD024-0003342,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0003345,SYNEWPLD024-0003347,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0003349,SYNEWPLD024-0003349,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0003353,SYNEWPLD024-0003354,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0003357,SYNEWPLD024-0003359,,,,,,,,,,,,Yes
SYNEWPLD024-0003361,SYNEWPLD024-0003361,Yes,,,,,,,,,,,
SYNEWPLD024-0003365,SYNEWPLD024-0003366,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0003369,SYNEWPLD024-0003371,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0003373,SYNEWPLD024-0003373,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0003377,SYNEWPLD024-0003378,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0003381,SYNEWPLD024-0003383,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0003385,SYNEWPLD024-0003385,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0003389,SYNEWPLD024-0003390,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0003393,SYNEWPLD024-0003395,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0003397,SYNEWPLD024-0003397,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0003401,SYNEWPLD024-0003402,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0003405,SYNEWPLD024-0003407,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0003409,SYNEWPLD024-0003409,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0003413,SYNEWPLD024-0003414,,Yes,,,,,,,,,,
SYNEWPLD024-0003417,SYNEWPLD024-0003419,,,Yes,,,,,,,,,
SYNEWPLD024-0003421,SYNEWPLD024-0003421,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0003425,SYNEWPLD024-0003426,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0003429,SYNEWPLD024-0003431,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0003433,SYNEWPLD024-0003433,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0003437,SYNEWPLD024-0003438,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0003441,SYNEWPLD024-0003443,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0003445,SYNEWPLD024-0003445,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0003449,SYNEWPLD024-0003450,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0003453,SYNEWPLD024-0003455,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0003457,SYNEWPLD024-0003457,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0003461,SYNEWPLD024-0003462,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0003465,SYNEWPLD024-0003467,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0003469,SYNEWPLD024-0003469,,,,Yes,,,,,,,,
SYNEWPLD024-0003473,SYNEWPLD024-0003474,,,,,Yes,,,,,,,
SYNEWPLD024-0003477,SYNEWPLD024-0003479,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0003481,SYNEWPLD024-0003481,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0003485,SYNEWPLD024-0003486,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0003489,SYNEWPLD024-0003491,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0003493,SYNEWPLD024-0003493,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0003497,SYNEWPLD024-0003498,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0003501,SYNEWPLD024-0003503,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0003505,SYNEWPLD024-0003505,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0003509,SYNEWPLD024-0003510,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0003513,SYNEWPLD024-0003515,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0003517,SYNEWPLD024-0003517,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0003521,SYNEWPLD024-0003522,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0003525,SYNEWPLD024-0003527,,,,,,Yes,,,,,,
SYNEWPLD024-0003529,SYNEWPLD024-0003529,,,,,,,Yes,,,,,
SYNEWPLD024-0003533,SYNEWPLD024-0003534,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0003537,SYNEWPLD024-0003539,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0003541,SYNEWPLD024-0003541,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0003545,SYNEWPLD024-0003546,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0003549,SYNEWPLD024-0003551,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0003553,SYNEWPLD024-0003553,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0003557,SYNEWPLD024-0003558,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0003561,SYNEWPLD024-0003563,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0003565,SYNEWPLD024-0003565,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0003569,SYNEWPLD024-0003570,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0003573,SYNEWPLD024-0003575,,,,,,Yes,,Yes,,,,
